text,substance_label,symptom_labels
"INTRODUCTION: Although gefitinib used for the treatment of non-small-cell lung cancer is a well-known cause of interstitial lung disease (ILD), few case reports on erlotinib-induced ILD have been issued.",none,['adverse_event']
Fulminant hepatitis and lymphocyte sensitization due to propylthiouracil.,none,['adverse_event']
Paradoxical pulmonary vasoconstriction induced by nitroglycerin in idiopathic pulmonary hypertension.,none,['adverse_event']
Thirty-four thousand one hundred eighty-one patients with computerized ECGs were screened for QTc prolongation.,none,['none']
"METHODS: A 54-year-old healthy male underwent uneventful bilateral LASIK for the correction of myopia and astigmatism (-5.75 -3.00 x 20 degrees right eye, -5.50 -3.00 x 170 degrees left eye).",none,['none']
We describe a 73-year-old woman who developed serious systemic vasculitis with associated thrombocytopenia in the course of treatment with cladribine.,none,['adverse_event']
"Adult patients with transfusional hemosiderosis were given ascorbic acid and treated with the iron chelator, desferrioxamine B.",none,['none']
A recent consensus suggested that endoscopic injection of tissue glue for gastric variceal obliteration (GVO) should be the first choice for treatment of acute gastric variceal bleeding.,none,['none']
"Within the past 10 years, 47 cases of BC infection have been published.",none,['none']
Peripheral neuropathy associated with capecitabine.,none,['adverse_event']
Vincristine induced cranial polyneuropathy.,none,['adverse_event']
"The more common grade 3 or 4 adverse effects of sunitinib include hypertension, fatigue, hand-foot syndrome, elevated lipase and lymphopenia.",none,['fatigue']
"OBJECTIVE: We report two cases of lost seizure control associated with the generic substitution of carbamazepine, review pertinent literature, and discuss the impact of this substitution on patient care.",none,['seizure']
"We describe three patients who had been exposed to various solvents for more than 20 years (25, 34, and 46 years).",none,['none']
Diclofenac and increasing doses of opioids did not give adequate pain relief and led to opioid toxicity.,none,['pain']
"We report here a 34-year-old woman with complicated severe opportunistic pulmonary infection, who was treated with the newly developed antibiotics quinupristin/dalfopristin (QPR/DPR) and voriconazole.",none,['none']
"We report a patient with recurrent, increasingly severe episodes of PPE, ultimately complicated by a severe bullous eruption, following successive cycles of high-dose cytarabine for the treatment of acute lymphoblastic leukaemia.",none,['adverse_event']
"After the moxifloxacin was stopped, the corrected QT interval normalized and a permanent cardiac pacemaker was implanted.",none,['none']
"An effective schema for the treatment of tardive dyskinesia includes avoiding antiparkinsonian medication and prescribing deanol, an acetylcholine precursor, while continuing or increasing phenothiazine dosages.",none,['none']
Bacteriological culture of the removed graft identified Escherichia coli and Peptostreptococcus.,none,['none']
He underwent liver biopsy and biochemical screening to evaluate whether he would benefit from interferon (IFN) treatment.,none,['none']
"A 7-year-old boy developed a severe unilateral grand mal seizure at the age of 5 years (phenobarbitone therapy); 1.5 years later valproate (2-propylpentanoic acid, VPA) was added to the therapy.",none,['seizure']
"The challenge case showed eosinophilia with 1.2 10(9)/l (z = 1.79, p = 0.04) being followed by normalization despite clozapine continuation, whereas the maximum value reached 2.1 10(9)/l in the single episode case, with consecutive normalization and uninterrupted treatment.",none,['none']
Despite a response of the meningeal tumor the patient developed in the third week of MTX treatment a progressive visual loss and loss of consciousness which worsened during subsequent Ara-C treatment and led to death within 3 weeks.,none,['adverse_event']
"However, peripheral and cerebral embolism occurred.",none,['none']
"To the best of our knowledge, this is the first reported patient with captopril-induced pemphigus in whom no new lesions developed after subsequent treatment with enalapril.",none,['adverse_event']
Further research and better communication among health care professionals are needed to determine if prophylaxis can reduce adverse ocular events.,none,['none']
Chronic fentanyl application induces adrenocortical insufficiency.,opioid,['adverse_event']
"Clinical and histological information on three additional patients seen at two institutions (Rochester Methodist Hospital, Rochester, MN, and Fairview-University Medical Center, Minneapolis, MN) by the authors were also compiled.",none,['none']
"EBV-associated post-transplant lymphoproliferative disorder (PTLD) is a well-recognized complication following solid organ transplantation and hematopoietic stem cell transplantation (HSCT) using bone marrow or peripheral blood as stem cell sources, but rarely reported in umbilical cord blood transplantation (UCBT).",none,['none']
"The tyrosine kinase activity and its effects represent a potential pharmacologic target of tyrosine kinase inhibitors, such as imatinib.",none,['none']
METHODS: A retrospective case series and chart review of all patients treated in our tertiary care private practice for late-onset interface inflammation associated with elevated intraocular pressure.,none,['none']
"As a result of this and other evidence, the investigation of the adoptive parents was terminated.",none,['none']
"A 57-year-old male, known admitted for below knee amputation, with infection and gangrene of the left foot.",none,['none']
"An 18-year-old male patient was under treatment with infliximab at a dose of 5 mg/kg at Weeks 0, 2 and 6 for refractory Crohn's disease.",none,['none']
A case report.,none,['none']
Dental management for head and neck cancer patients undergoing radiation therapy: comprehensive patient based planning--a case report.,none,['none']
This is our first well-documented observation of persistent cutaneous anesthesia caused by a spider bite.,none,['none']
We report a case of a 65-year-old man suffering from a dilatative cardiomyopathy and concomitant MRSA infection who received a biventricular assist device.,none,['none']
Antipsychotic medications have been associated with significant cardiovascular adverse effects and instances of sudden cardiac death.,none,['none']
A 54-year-old female was admitted to our hospital for gingival bleeding and was diagnosed as acute promyelocytic leukemia (APL).,none,['none']
"MI related to the use of activated and non-activated PCCs predominantly affects young patients who often have no preceding history of, or risk factors for, MI and tends to be associated with large cumulative doses of concentrate.",none,['adverse_event']
